the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.73696507022629 30.273771396167955),1473,2962,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116106.66218,10072870.5759
POINT (-97.73694399669886 30.273825461650244),1474,2963,1200 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,12,Fair,ROW,,3116112.85377,10072890.3889
POINT (-97.73692264847338 30.273889739692663),1475,2964,1200 TRINITY ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116119.04536,10072913.9171
POINT (-97.73669576732998 30.274447097973347),1476,2966,1300 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,25,Fair,ROW,,3116185.91432,10073118.2388
POINT (-97.73666639298061 30.27451802422393),1477,2967,1300 TRINITY ST,Quercus shumardii,Shumard Oak,12,26,Poor,ROW,,3116194.58228,10073144.2434
POINT (-97.73622164466744 30.276142645125248),1478,2968,300 E 15TH ST,Carya illinoinensis,Pecan,23,35,Poor,ROW,,3116321.14371,10073738.2172
POINT (-97.73475328609123 30.272047505302126),1484,2975,1117 RED RIVER ST,Carya illinoinensis,Pecan,23,40,Poor,Private,,3116819.312,10072260.087
POINT (-97.73334253741693 30.27168852572179),1485,2976,700 E 12TH ST,Quercus fusiformis,Escarpment Live Oak,42,32,Fair,ROW,,3117267.58177,10072139.9704
POINT (-97.73680236435662 30.274204040947943),1486,2977,1300 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,23,Fair,ROW,,3116154.33728,10073029.0802
POINT (-97.7365855230886 30.274679863786947),1487,2978,1300 TRINITY ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),10,23,Fair,ROW,,3116218.72954,10073203.6825
POINT (-97.73562134834732 30.27595111676777),1489,2980,400 E 15TH ST,Quercus fusiformis,Escarpment Live Oak,36,36,Fair,ROW,,3116512.20993,10073673.0035
POINT (-97.74065253249877 30.27271193015929),1501,2994,100 E 11TH ST,Quercus virginiana,Southern Live Oak,14,27,Fair,ROW,,3114951.93417,10072458.2172
POINT (-97.74044988464173 30.2726601490787),1502,2995,100 E 11TH ST,Quercus virginiana,Southern Live Oak,13,27,Fair,ROW,,3115016.32643,10072440.8809
POINT (-97.7402473284499 30.272604963187323),1503,2996,100 E 11TH ST,Quercus virginiana,Southern Live Oak,16,27,Fair,ROW,,3115080.71869,10072422.3062
POINT (-97.74006839369015 30.272546849586522),1504,2997,100 E 11TH ST,Quercus virginiana,Southern Live Oak,19,27,Fair,ROW,,3115137.68118,10072402.4932
POINT (-97.73988535499392 30.272495463548175),1505,2998,100 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115195.88185,10072385.1566
POINT (-97.7352696329516 30.2711941203308),1510,3003,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,17,32,Good,ROW,,3116663.60595,10071945.9974
POINT (-97.73511841358496 30.27115504705657),1511,3004,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,16,30,Good,ROW,,3116711.66163,10071932.9056
POINT (-97.73499053562281 30.271124791787855),1512,3005,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,18,30,Good,ROW,,3116752.27605,10071922.8478
POINT (-97.73454220272241 30.270984998936218),1513,3006,600 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,16,28,Good,ROW,,3116894.95457,10071875.3263
POINT (-97.73306077930756 30.271951866356776),1514,3007,700 E 12TH ST,Quercus virginiana,Southern Live Oak,20,26,Fair,ROW,,3117354.26369,10072237.7973
POINT (-97.7329517980411 30.271919002161965),1515,3008,700 E 12TH ST,Quercus virginiana,Southern Live Oak,15,25,Fair,ROW,,3117388.93652,10072226.6524
POINT (-97.73417157421646 30.27090477609853),1516,3009,700 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,20,35,Good,ROW,,3117012.60427,10071848.8913
POINT (-97.73406667229737 30.27087375515397),1517,3010,700 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,18,28,Poor,ROW,,3117045.97428,10071838.3861
POINT (-97.73376029657234 30.270770324133775),1518,3011,700 E 11TH ST,Sabal mexicana,Mexican Sabal Palm,15,27,Good,ROW,,3117143.54364,10071803.0394
POINT (-97.7356934089338 30.271054501322098),1521,3015,1020 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,32,35,Fair,Private,,3116531.05077,10071892.1094
POINT (-97.73577109081172 30.270806742559284),1522,3016,1020 RED RIVER ST,Quercus fusiformis,Escarpment Live Oak,40,35,Fair,Private,,3116508.63874,10071801.4541
POINT (-97.73603629303012 30.27102625611075),1523,3017,503 E 11 ST,Quercus fusiformis,Escarpment Live Oak,32,29,Fair,Private,,3116423.07854,10071879.3125
POINT (-97.73602194552399 30.27112244286956),1524,3018,503 E 11 ST,Quercus fusiformis,Escarpment Live Oak,28,25,Fair,Private,,3116426.78982,10071914.3908
POINT (-97.73594888398108 30.271360694511372),1525,3019,400 E 11TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116447.82456,10072001.5554
POINT (-97.73583822333106 30.27132269959783),1526,3020,400 E 11TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116483.07088,10071988.5564
POINT (-97.73603471034704 30.271378437271323),1527,3021,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116420.58773,10072007.3739
POINT (-97.73736884320614 30.271742912913176),1528,3022,400 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,32,37,Fair,ROW,,3115996.4521,10072130.064
POINT (-97.73746981372902 30.27163597354003),1529,3023,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,12,Fair,ROW,,3115965.49416,10072090.4381
POINT (-97.7373996817489 30.271617523742236),1530,3024,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,16,Fair,ROW,,3115987.78381,10072084.2465
POINT (-97.73729033322725 30.27159827938671),1531,3025,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,9,Fair,ROW,,3116022.45664,10072078.0549
POINT (-97.73724375453749 30.271581241515484),1532,3026,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,12,Fair,ROW,,3116037.3011,10072072.2032
POINT (-97.73720812418493 30.27157868155683),1533,3027,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,12,Fair,ROW,,3116048.56748,10072071.5349
POINT (-97.73715400141978 30.271557966254914),1534,3028,400 E 11TH ST,Carya illinoinensis,Pecan,26,40,Fair,ROW,,3116065.82401,10072064.4017
POINT (-97.7370802121792 30.271532717923478),1535,3030,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,12,Good,ROW,,3116089.3256,10072055.7652
POINT (-97.73697132155583 30.271496453561458),1536,3031,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,15,Good,ROW,,3116123.99843,10072043.382
POINT (-97.73691696731947 30.27147491684739),1537,3032,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,10,Good,ROW,,3116141.33501,10072035.9519
POINT (-97.7367806260803 30.271438096991496),1538,3033,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Good,ROW,,3116184.6758,10072023.5691
POINT (-97.73672608880194 30.271423368270206),1539,3034,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,9,Good,ROW,,3116202.01238,10072018.6157
POINT (-97.736671552555 30.27140864044862),1540,3035,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,9,Good,ROW,,3116219.34863,10072013.6626
POINT (-97.73660534212468 30.271390269679483),1541,3036,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,7,Poor,ROW,,3116240.4001,10072007.471
POINT (-97.73653913275861 30.271371898897154),1542,3037,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,17,Good,ROW,,3116261.45124,10072001.2794
POINT (-97.73647656891912 30.271363819187588),1543,3038,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,14,Good,ROW,,3116281.26452,10071998.8027
POINT (-97.73643398063611 30.271342520717457),1544,3039,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,14,Good,ROW,,3116294.88589,10071991.3726
POINT (-97.73638327415024 30.271331275829247),1545,3040,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,12,Good,ROW,,3116310.98395,10071987.6578
POINT (-97.73632472417901 30.271319871952777),1546,3041,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,7,Good,ROW,,3116329.55872,10071983.9429
POINT (-97.73616386811914 30.271272848074005),1547,3042,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,12,Good,ROW,,3116380.72298,10071968.0308
POINT (-97.73597919955169 30.27122466906156),1548,3043,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,5,Good,ROW,,3116439.41217,10071951.8744
POINT (-97.73594130736943 30.27121279223016),1549,3044,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,5,Good,ROW,,3116451.47153,10071947.8353
POINT (-97.73590797823238 30.271207278263955),1550,3045,400 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,5,Good,ROW,,3116462.0368,10071946.0761
POINT (-97.73635190786025 30.271476585027226),1551,3046,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116319.64929,10072040.7219
POINT (-97.73627855227585 30.27144562145817),1552,3047,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116343.06263,10072030.0045
POINT (-97.7361707750905 30.271416711412016),1553,3048,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116377.32174,10072020.2873
POINT (-97.7361226108952 30.271405910468808),1554,3049,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116392.61371,10072016.7151
POINT (-97.73676772757429 30.271589393080397),1555,3050,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116187.46222,10072078.674
POINT (-97.736656876385 30.271553088720967),1556,3051,400 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116222.75414,10072066.2908
POINT (-97.73702809856826 30.27168321946491),1557,3052,400 E 11TH ST,Quercus virginiana,Southern Live Oak,20,38,Fair,ROW,,3116104.49486,10072110.8701
POINT (-97.73692098531215 30.27165380285997),1558,3053,400 E 11TH ST,Quercus virginiana,Southern Live Oak,33,38,Fair,ROW,,3116138.5486,10072100.9636
POINT (-97.73724409593702 30.271749581332923),1559,3054,400 E 11TH ST,Quercus fusiformis,Escarpment Live Oak,36,38,Fair,ROW,,3116035.76468,10072133.4075
POINT (-97.73778723610477 30.271720233399222),1560,3055,300 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115864.60328,10072118.7362
POINT (-97.7382763361266 30.271856570487525),1561,3056,300 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115709.0908,10072164.7053
POINT (-97.73814710907827 30.271821672895765),1562,3057,300 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115750.16978,10072152.9684
POINT (-97.73805786113968 30.27179834534429),1563,3058,300 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115778.53357,10072145.144
POINT (-97.73795010062983 30.271771952880865),1564,3059,300 E 11TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115812.76579,10072136.3415
POINT (-97.73964385667605 30.272440113837817),1566,3061,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115272.56542,10072366.8092
POINT (-97.73960014468273 30.272428907147148),1567,3062,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115286.45549,10072363.0563
POINT (-97.73956623397041 30.272419015036512),1568,3063,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115297.24123,10072359.7092
POINT (-97.7395232752865 30.2724062372503),1569,3064,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115310.90688,10072355.3795
POINT (-97.73948449792131 30.272396280894192),1570,3065,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115323.22904,10072352.0448
POINT (-97.73944586889672 30.272385137339736),1571,3066,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115335.51444,10072348.2774
POINT (-97.73939437227969 30.27237022498458),1572,3067,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115351.89269,10072343.2345
POINT (-97.73934688844032 30.27235813876696),1573,3068,200 E 11TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),7,8,Good,ROW,,3115366.98059,10072339.1895
POINT (-97.73827205445279 30.27338739877486),1574,3088,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115697.45532,10072721.3318
POINT (-97.73824945675658 30.273445753099836),1575,3089,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115704.09179,10072742.7153
POINT (-97.7382292492358 30.273502129166843),1576,3090,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115709.99073,10072763.3619
POINT (-97.73820665252595 30.273560483505737),1577,3091,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115716.62687,10072784.7454
POINT (-97.73819111542541 30.273616954155088),1578,3092,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115721.05108,10072805.392
POINT (-97.73817335155323 30.27366932277349),1579,3093,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115726.21281,10072824.5636
POINT (-97.73815314396542 30.27372569792744),1580,3094,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115732.11175,10072845.2098
POINT (-97.73812598459656 30.273779904721415),1581,3095,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115740.22295,10072865.1189
POINT (-97.7381008885162 30.273844292921115),1582,3096,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115747.59663,10072888.7147
POINT (-97.73807823714553 30.273904674600814),1583,3097,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115754.23277,10072910.8357
POINT (-97.73805297751402 30.273975143976106),1584,3098,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115761.60644,10072936.6437
POINT (-97.7380278813342 30.274039532162345),1585,3099,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115768.98011,10072960.2395
POINT (-97.73800778256924 30.274091853472488),1586,3100,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115774.87905,10072979.411
POINT (-97.73798974603305 30.274154357073822),1587,3101,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115780.04079,10073002.2696
POINT (-97.73796959271793 30.274208705740424),1588,3102,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115785.93972,10073022.1786
POINT (-97.73795182861669 30.274261074330187),1589,3103,1200 SAN JACINTO BLVD,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3115791.10146,10073041.3502
POINT (-97.7373293653832 30.27516513088761),1590,3104,300 E 14TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),17,14,Fair,ROW,,3115979.86814,10073374.6412
POINT (-97.7371202266562 30.275122361957067),1591,3105,300 E 14TH ST,Triadica sebifera,Chinese Tallow,17,23,Poor,ROW,,3116046.2312,10073360.6314
POINT (-97.73695377207875 30.27506388602296),1592,3106,300 E 14TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116099.25734,10073340.5963
POINT (-97.73679112511189 30.275022404146117),1593,3107,300 E 14TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116150.93768,10073326.7122
POINT (-97.73669380611129 30.27499203990482),1594,3108,300 E 14TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116181.90744,10073316.389
POINT (-97.73662434782909 30.274968324671097),1595,3109,300 E 14TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116204.02846,10073308.2781
POINT (-97.73656173234022 30.274950831663553),1596,3110,300 E 14TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3116223.93721,10073302.3792
POINT (-97.73827549764191 30.275606123887123),1597,3111,200 E 14TH ST,Quercus virginiana,Southern Live Oak,16,25,Fair,ROW,,3115677.54624,10073528.0142
POINT (-97.73817111778179 30.275577645358922),1598,3112,200 E 14TH ST,Quercus virginiana,Southern Live Oak,15,25,Fair,ROW,,3115710.72793,10073518.4283
POINT (-97.7380759701003 30.27555341065641),1599,3113,200 E 14TH ST,Quercus virginiana,Southern Live Oak,12,25,Fair,ROW,,3115740.96016,10073510.3174
POINT (-97.73817167825766 30.275382967274556),1600,3114,200 E 14TH ST,Carya illinoinensis,Pecan,19,36,Fair,ROW,,3115712.20267,10073447.6411
POINT (-97.73781893325348 30.275467084031003),1601,3115,200 E 14TH ST,Quercus virginiana,Southern Live Oak,17,27,Fair,ROW,,3115822.80809,10073480.8227
POINT (-97.73788904526097 30.275314080822987),1602,3116,200 E 14TH ST,Carya illinoinensis,Pecan,27,27,Fair,ROW,,3115801.98038,10073424.6759
POINT (-97.73759541503107 30.275415911671836),1603,3117,200 E 14TH ST,Quercus virginiana,Southern Live Oak,14,18,Fair,ROW,,3115893.78006,10073463.8631
POINT (-97.73259901015065 30.27260208358796),1629,3144,1210 N IH 35 SVRD SB,Quercus virginiana,Southern Live Oak,14,15,Fair,ROW,,3117494.46551,10072477.6174
POINT (-97.73420172101332 30.27207928994893),1630,3145,600 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3116993.11054,10072275.711
POINT (-97.7341463624789 30.272048150602497),1631,3146,600 E 12TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3117010.84574,10072264.7973
POINT (-97.73409441655618 30.272050848843275),1632,3147,600 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117027.21644,10072266.1615
POINT (-97.73363536169342 30.271921468590357),1633,3148,700 E 12TH ST,Vitex agnus-castus,Chaste Tree,12,9,Good,ROW,,3117173.18925,10072222.506
POINT (-97.73320584469579 30.27181895145765),1634,3149,700 E 12TH ST,Vitex agnus-castus,Chaste Tree,12,9,Good,ROW,,3117309.6122,10072188.4005
POINT (-97.7331454593989 30.271813973272202),1635,3150,700 E 12TH ST,Vitex agnus-castus,Chaste Tree,12,9,Good,ROW,,3117328.71157,10072187.036
POINT (-97.73309371557978 30.271809171319408),1636,3151,700 E 12TH ST,Vitex agnus-castus,Chaste Tree,12,9,Good,ROW,,3117345.08228,10072185.6718
POINT (-97.7337893036309 30.27182328476209),1637,3152,700 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117125.44098,10072185.6718
POINT (-97.7336734601034 30.27179091811876),1638,3153,700 E 12TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3117162.27523,10072174.7581
