the_geom,OBJECTID,TREE_ID,ADDRESS,SPECIES,COM_NAME,DBH,HEIGHT,CONDITION,LAND_TYPE,PARK_NAME,X,Y
POINT (-97.74928512799394 30.272902737113682),5765,24484,700 W 9TH ST,Stump,Stump,20,0,Stump,ROW,,3112225.97145,10072464.1912
POINT (-97.7493384651309 30.272922629203418),5766,24485,700 W 9TH ST,Carya illinoinensis,Pecan,14,38,Fair,ROW,,3112208.97083,10072471.0328
POINT (-97.749363959925 30.272919722546746),5767,24486,700 W 9TH ST,Carya illinoinensis,Pecan,16,38,Fair,ROW,,3112200.94952,10072469.789
POINT (-97.74972536196435 30.273020825269903),5768,24487,800 W 9TH ST,Prunus cerasifera,Purple-Leafed Plum,3,8,Fair,ROW,,3112086.04128,10072503.8995
POINT (-97.74973959629037 30.273023147949257),5769,24488,800 W 9TH ST,Cercis canadensis,Eastern Redbud,9,23,Fair,ROW,,3112081.52948,10072504.6397
POINT (-97.74975109504076 30.273030263745543),5770,24489,800 W 9TH ST,Cercis canadensis,Eastern Redbud,5,23,Good,ROW,,3112077.84051,10072507.1426
POINT (-97.74980101744812 30.273046031673484),5771,24490,800 W 9TH ST,Prunus cerasifera,Purple-Leafed Plum,3,8,Fair,ROW,,3112061.95242,10072512.5097
POINT (-97.74982587470103 30.273046049187908),5772,24491,800 W 9TH ST,Quercus virginiana,Southern Live Oak,6,23,Fair,ROW,,3112054.10762,10072512.3339
POINT (-97.74985618317244 30.2730528024869),5773,24492,800 W 9TH ST,Cercis canadensis,Eastern Redbud,4,8,Fair,ROW,,3112044.48559,10072514.5671
POINT (-97.74992007102817 30.27309547096843),5774,24493,800 W 9TH ST,Cercis canadensis,Eastern Redbud,2,8,Good,ROW,,3112023.963,10072529.6127
POINT (-97.74993107407 30.273070881151757),5775,24494,800 W 9TH ST,Ulmus americana,American Elm,10,38,Good,ROW,,3112020.69824,10072520.5914
POINT (-97.74998270342648 30.27311108901727),5776,24495,800 W 9TH ST,Ficus carica,Edible Fig,3,8,Good,ROW,,3112004.06507,10072534.8322
POINT (-97.75000574120318 30.273093632090422),5777,24496,800 W 9TH ST,Ulmus americana,American Elm,9,23,Good,ROW,,3111996.94205,10072528.3161
POINT (-97.75007516202112 30.27312258096882),5778,24497,800 W 9TH ST,Carya illinoinensis,Pecan,42,53,Poor,ROW,,3111974.78921,10072538.3328
POINT (-97.75014178160569 30.27315104743341),5779,24498,800 W 9TH ST,Cupressus sempervirens,Italian Cypress,3,23,Good,ROW,,3111953.52449,10072548.1947
POINT (-97.75015364755946 30.273152406446194),5780,24499,800 W 9TH ST,Cupressus sempervirens,Italian Cypress,3,23,Poor,ROW,,3111949.76826,10072548.6018
POINT (-97.75022555798164 30.273175034006027),5781,24500,800 W 9TH ST,Cupressus sempervirens,Italian Cypress,3,8,Good,ROW,,3111926.88314,10072556.302
POINT (-97.75030278575495 30.273189043985198),5782,24501,800 W 9TH ST,Carya illinoinensis,Pecan,18,53,Good,ROW,,3111902.3927,10072560.8298
POINT (-97.75031293690661 30.27318199109017),5783,24502,800 W 9TH ST,Sideroxylon lanuginosum,Gum Bumelia,3,8,Good,ROW,,3111899.24868,10072558.1911
POINT (-97.75034368346024 30.273204312154324),5784,24503,800 W 9TH ST,Cercis canadensis,Eastern Redbud,3,8,Good,ROW,,3111889.35697,10072566.0815
POINT (-97.75035531585124 30.27320286106467),5785,24504,800 W 9TH ST,Ulmus parvifolia,Chinese Elm,8,23,Fair,ROW,,3111885.69818,10072565.4686
POINT (-97.75043834936538 30.273212069335088),5786,24505,800 W 9TH ST,Celtis laevigata,Sugarberry,11,23,Fair,ROW,,3111859.41608,10072568.2081
POINT (-97.750452142404 30.273224359311826),5787,24506,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Fair,ROW,,3111854.9594,10072572.5755
POINT (-97.75046456733196 30.273219591845237),5788,24507,800 W 9TH ST,Celtis laevigata,Sugarberry,12,23,Fair,ROW,,3111851.0785,10072570.7511
POINT (-97.75054033393434 30.273261718020237),5789,24508,800 W 9TH ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111826.81182,10072585.5125
POINT (-97.75055242089421 30.273255905139496),5790,24509,800 W 9TH ST,Ulmus americana,American Elm,13,38,Poor,ROW,,3111823.0464,10072583.3104
POINT (-97.75056000209547 30.27325390586524),5791,24510,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Fair,ROW,,3111820.67075,10072582.528
POINT (-97.75067035776875 30.27330113887052),5792,24511,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111785.4451,10072598.8927
POINT (-97.75074781823056 30.273322739241266),5793,24512,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111760.8172,10072606.1788
POINT (-97.7508339529811 30.273346054679596),5794,24513,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3111733.43733,10072614.0249
POINT (-97.75102758911005 30.273397283877706),5795,24514,800 W 9TH ST,Carya illinoinensis,Pecan,17,38,Fair,ROW,,3111671.89579,10072631.2326
POINT (-97.75114505397181 30.273417114902053),5796,24515,800 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,17,38,Good,ROW,,3111634.658,10072637.5823
POINT (-97.75156472116944 30.273488815199737),5797,24516,800 W 9TH ST,Salix nigra,Black Willow,14,23,Good,ROW,,3111501.61135,10072660.5773
POINT (-97.75191462347468 30.27355826410075),5798,24517,900 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,39,38,Good,ROW,,3111390.60075,10072683.2653
POINT (-97.75200261987409 30.27358289035154),5799,24518,900 W 9TH ST,Ilex decidua,Possum Haw,4,8,Good,ROW,,3111362.62246,10072691.5746
POINT (-97.75214645149981 30.27363615722334),5800,24519,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,10,38,Good,ROW,,3111316.78167,10072709.8886
POINT (-97.75222199868712 30.27366183823499),5801,24520,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3111292.72332,10072718.6727
POINT (-97.75228366798639 30.273684731162724),5802,24521,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,10,23,Good,ROW,,3111273.06817,10072726.5447
POINT (-97.75237388618619 30.27371569662944),5803,24522,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Fair,ROW,,3111244.33529,10072737.1428
POINT (-97.7525309091167 30.273772601703303),5804,24523,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3111194.30094,10072756.6831
POINT (-97.75260886965188 30.27379473526507),5805,24524,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,6,23,Good,ROW,,3111169.51097,10072764.1598
POINT (-97.75218446141214 30.273842965855895),5806,24525,900 W 9TH ST,Diospyros texana,Texas Persimmon,10,8,Fair,ROW,,3111303.04121,10072784.8041
POINT (-97.752137580958 30.2738107581564),5807,24526,900 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111318.10778,10072773.437
POINT (-97.75203388562349 30.273779393805583),5808,24527,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Good,ROW,,3111351.09722,10072762.7927
POINT (-97.75202255692257 30.27377854478547),5809,24528,900 W 9TH ST,Ulmus crassifolia,Cedar Elm,5,23,Good,ROW,,3111354.67956,10072762.567
POINT (-97.75181887566895 30.273724682939875),5810,24529,900 W 9TH ST,Melia azedarach,Chinaberry,26,38,Fair,ROW,,3111419.41302,10072744.4751
POINT (-97.75176295695019 30.273719499464622),5811,24530,900 W 9TH ST,Ulmus americana,American Elm,6,23,Good,ROW,,3111437.10393,10072743.0001
POINT (-97.75186404217283 30.273431706174307),5812,24531,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,7,23,Good,ROW,,3111407.63155,10072637.6204
POINT (-97.75190105014086 30.273332632180857),5813,24532,600 HENDERSON ST,Brahea edulis,Guadalupe Palm,3,8,Good,ROW,,3111396.7884,10072601.3268
POINT (-97.75194056254014 30.273257580191697),5814,24533,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,8,23,Excellent,ROW,,3111384.95214,10072573.7491
POINT (-97.75196761522008 30.27320597624463),5815,24534,600 HENDERSON ST,Brahea edulis,Guadalupe Palm,6,8,Good,ROW,,3111376.85012,10072554.7882
POINT (-97.75199226752547 30.273157790727176),5816,24535,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,8,23,Good,ROW,,3111369.47677,10072537.0878
POINT (-97.75201663472205 30.27281335498428),5819,24538,600 HENDERSON ST,Quercus virginiana,Southern Live Oak,17,38,Good,ROW,,3111364.69332,10072411.6753
POINT (-97.75244078037554 30.272296449921843),5826,24545,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),9,8,Poor,ROW,,3111235.19883,10072220.6264
POINT (-97.75246315083974 30.27226076630207),5827,24546,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),11,23,Dead,ROW,,3111228.43998,10072207.4883
POINT (-97.75248387630518 30.272223190726855),5828,24547,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Poor,ROW,,3111222.21624,10072193.6744
POINT (-97.75250336381634 30.27218311870666),5829,24548,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),8,23,Fair,ROW,,3111216.40424,10072178.9618
POINT (-97.7525245946122 30.272137994404186),5830,24549,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3111210.0847,10072162.3995
POINT (-97.7527341793511 30.27174491081122),5833,24552,601 N LAMAR BLVD,Quercus virginiana,Southern Live Oak,19,38,Fair,Private,,3111147.25773,10072017.9428
POINT (-97.75287567274576 30.27207458140012),5836,24555,601 N LAMAR BLVD,Ulmus crassifolia,Cedar Elm,19,38,Good,Private,,3111099.82246,10072136.7723
POINT (-97.75284147372771 30.27204793598886),5837,24556,601 N LAMAR BLVD,Ulmus crassifolia,Cedar Elm,19,38,Good,ROW,,3111110.84015,10072127.3346
POINT (-97.75268472085332 30.27202462176924),5838,24557,601 N LAMAR BLVD,Quercus fusiformis,Escarpment Live Oak,34,53,Good,Private,,3111160.50672,10072120.0056
POINT (-97.75264155180109 30.27200923731602),5839,24558,601 N LAMAR BLVD,Quercus fusiformis,Escarpment Live Oak,36,53,Good,Private,,3111174.2603,10072114.728
POINT (-97.75201837593762 30.272813708586515),5840,24559,600 HENDERSON ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111364.14083,10072411.7911
POINT (-97.75201367263705 30.272834282835465),5841,24560,600 HENDERSON ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),18,23,Fair,ROW,,3111365.45152,10072419.3062
POINT (-97.75197744764982 30.272881925720263),5842,24561,600 HENDERSON ST,Celtis laevigata,Sugarberry,10,38,Good,ROW,,3111376.48168,10072436.8941
POINT (-97.75197789723443 30.27290080270273),5843,24562,600 HENDERSON ST,Pyracantha coccinea,Firethorn,9,8,Good,ROW,,3111376.1805,10072443.7543
POINT (-97.75194608433476 30.272964615059276),5844,24563,600 HENDERSON ST,Platycladus orientalis,Oriental Arborvitae,12,23,Dead,ROW,,3111385.68179,10072467.1889
POINT (-97.75193647545612 30.272984790002738),5845,24564,600 HENDERSON ST,Celtis laevigata,Sugarberry,16,23,Good,ROW,,3111388.54399,10072474.5948
POINT (-97.75181989961526 30.273201645110618),5846,24565,600 HENDERSON ST,Melia azedarach,Chinaberry,7,23,Good,ROW,,3111423.5039,10072554.2954
POINT (-97.75179822407061 30.27321392961697),5847,24566,600 HENDERSON ST,Ulmus crassifolia,Cedar Elm,9,23,Good,ROW,,3111430.24076,10072558.9207
POINT (-97.75179372467858 30.273214163812888),5848,24567,600 HENDERSON ST,Celtis laevigata,Sugarberry,6,23,Fair,ROW,,3111431.65874,10072559.0388
POINT (-97.75179153538897 30.27322123555889),5849,24568,600 HENDERSON ST,Melia azedarach,Chinaberry,22,38,Poor,ROW,,3111432.28997,10072561.6261
POINT (-97.7516302240627 30.27320208909348),5850,24569,717 HENDERSON ST,Ulmus crassifolia,Cedar Elm,24,23,Poor,Private,,3111483.35942,10072555.8462
POINT (-97.7514892664024 30.27366982745083),5851,24570,800 W 9TH ST,Morus alba,White Mulberry,9,23,Fair,ROW,,3111523.89608,10072726.9447
POINT (-97.75146078473675 30.273668574118222),5852,24571,800 W 9TH ST,Celtis laevigata,Sugarberry,13,23,Good,ROW,,3111532.89508,10072726.6976
POINT (-97.75131403936491 30.27363835848988),5853,24572,800 W 9TH ST,Stump,Stump,13,0,Stump,ROW,,3111579.46093,10072716.7865
POINT (-97.75117310394405 30.27359304090231),5854,24573,800 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,24,38,Good,ROW,,3111624.32075,10072701.342
POINT (-97.75115498332859 30.27360518218248),5855,24574,800 W 9TH ST,Ligustrum lucidum,Glossy Privet,14,23,Fair,ROW,,3111629.93688,10072705.8893
POINT (-97.75102342228764 30.273552356372967),5856,24575,800 W 9TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3111671.90169,10072687.6462
POINT (-97.75078098658668 30.273475071244473),5857,24576,800 W 9TH ST,Carya illinoinensis,Pecan,43,38,Good,ROW,,3111749.06361,10072661.3224
POINT (-97.75053270011487 30.2734081718622),5858,24577,800 W 9TH ST,Carya illinoinensis,Pecan,40,38,Poor,ROW,,3111827.98439,10072638.8179
POINT (-97.75033138847799 30.273369312574367),5859,24578,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111891.84384,10072626.1643
POINT (-97.75032598283093 30.2733606385957),5860,24579,800 W 9TH ST,Ulmus americana,American Elm,13,38,Poor,ROW,,3111893.62303,10072623.0502
POINT (-97.7503080537275 30.273355673443504),5861,24580,800 W 9TH ST,Celtis laevigata,Sugarberry,6,23,Good,ROW,,3111899.32315,10072621.3763
POINT (-97.75028954709565 30.27334882519344),5862,24581,800 W 9TH ST,Celtis laevigata,Sugarberry,4,23,Fair,ROW,,3111905.22144,10072619.022
POINT (-97.75026532968928 30.27334610552719),5863,24582,800 W 9TH ST,Celtis laevigata,Sugarberry,3,8,Fair,ROW,,3111912.8871,10072618.2106
POINT (-97.75026234307228 30.27333685318276),5864,24583,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111913.90777,10072614.8684
POINT (-97.75025627193102 30.273341317393776),5865,24584,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Good,ROW,,3111915.78605,10072616.5361
POINT (-97.75025173475257 30.2733372520255),5866,24585,800 W 9TH ST,Celtis laevigata,Sugarberry,5,23,Good,ROW,,3111917.25225,10072615.0912
POINT (-97.75022254101725 30.273338448352273),5867,24586,800 W 9TH ST,Celtis laevigata,Sugarberry,3,23,Good,ROW,,3111926.45532,10072615.7402
POINT (-97.75022442872621 30.27332345883259),5868,24587,800 W 9TH ST,Celtis laevigata,Sugarberry,8,23,Good,ROW,,3111925.98616,10072610.2763
POINT (-97.75020576961079 30.273323475207434),5869,24588,800 W 9TH ST,Celtis laevigata,Sugarberry,7,23,Good,ROW,,3111931.8746,10072610.419
POINT (-97.7501913809277 30.27332959988505),5870,24589,800 W 9TH ST,Celtis laevigata,Sugarberry,9,23,Fair,ROW,,3111936.36376,10072612.7513
POINT (-97.75018696862601 30.273323354270936),5871,24590,800 W 9TH ST,Celtis laevigata,Sugarberry,16,38,Good,ROW,,3111937.80897,10072610.5128
POINT (-97.75000962471434 30.2732748389378),5872,24591,800 W 9TH ST,Carya illinoinensis,Pecan,26,53,Good,ROW,,3111994.18615,10072594.1729
POINT (-97.74986420325136 30.273233104680738),5873,24592,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112040.4318,10072580.0647
POINT (-97.74970418958694 30.27318766248565),5874,24593,800 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112091.31391,10072564.7153
POINT (-97.74940494861673 30.27311758592899),5875,24594,900 WEST AVE,Triadica sebifera,Chinese Tallow,11,23,Poor,ROW,,3112186.34259,10072541.4299
POINT (-97.74941275972496 30.27308625717721),5876,24595,700 W 9TH ST,Triadica sebifera,Chinese Tallow,6,8,Fair,ROW,,3112184.14214,10072529.9818
POINT (-97.74938929839735 30.273076616299882),5877,24596,700 W 9TH ST,Ligustrum lucidum,Glossy Privet,6,8,Fair,ROW,,3112191.62769,10072526.6485
POINT (-97.74934978590213 30.273085961822492),5878,24597,700 W 9TH ST,Carya illinoinensis,Pecan,12,23,Poor,ROW,,3112204.01841,10072530.3361
POINT (-97.74927266445486 30.273051364709307),5879,24598,700 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Good,ROW,,3112228.64927,10072518.3224
POINT (-97.74917818976826 30.273030996702996),5880,24599,700 W 9TH ST,Ulmus crassifolia,Cedar Elm,15,38,Good,ROW,,3112258.63641,10072511.6095
POINT (-97.74909118416421 30.272993285586622),5881,24600,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112286.41293,10072498.536
POINT (-97.74901897304996 30.27301402050396),5882,24601,900 RIO GRANDE ST,Carya illinoinensis,Pecan,23,38,Fair,Private,,3112309.02673,10072506.6045
POINT (-97.74904073025264 30.273266188810357),5883,24602,704 W 9 ST,Carya illinoinensis,Pecan,30,53,Fair,Private,,3112300.03003,10072598.1313
POINT (-97.74905143558837 30.27332686422709),5884,24603,903 WEST AVE,Ulmus crassifolia,Cedar Elm,27,38,Fair,Private,,3112296.13896,10072620.1138
POINT (-97.74884556042767 30.273325414529427),5885,24604,900 RIO GRANDE ST,Quercus fusiformis,Escarpment Live Oak,33,38,Poor,Private,,3112361.12276,10072621.0964
POINT (-97.74888125760722 30.272929036152984),5886,24605,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112353.2061,10072476.7148
POINT (-97.74858438309735 30.272849134680744),5887,24606,700 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112447.5714,10072449.8406
POINT (-97.74826484124803 30.272751434944336),5888,24607,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112549.24082,10072416.6615
POINT (-97.74813879561444 30.272715115623754),5889,24608,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112589.32637,10072404.3807
POINT (-97.74803627560621 30.27268789449702),5890,24609,600 W 9TH ST,Quercus fusiformis,Escarpment Live Oak,4,8,Good,ROW,,3112621.91062,10072395.2353
POINT (-97.7480201698838 30.272683406150517),5891,24610,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,2,8,Good,ROW,,3112627.03134,10072393.7216
POINT (-97.74800287258988 30.272678847741368),5892,24611,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Good,ROW,,3112632.52871,10072392.1911
POINT (-97.74798456900407 30.27267374476678),5893,24612,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,2,8,Good,ROW,,3112638.34825,10072390.4699
POINT (-97.74796481638234 30.27266828680831),5894,24613,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Good,ROW,,3112644.62809,10072388.6304
POINT (-97.74794175801055 30.27266286230793),5895,24614,600 W 9TH ST,Cupressus sempervirens,Italian Cypress,1,8,Good,ROW,,3112651.95091,10072386.8272
POINT (-97.74792346233129 30.272657658421874),5896,24615,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),4,8,Good,ROW,,3112657.76882,10072385.0694
POINT (-97.74790662109898 30.272652374696108),5897,24616,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),18,23,Fair,ROW,,3112663.12839,10072383.2718
POINT (-97.747880078118 30.27264422970175),5898,24617,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112671.57391,10072380.5051
POINT (-97.74784682227087 30.272635938426294),5899,24618,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112682.13917,10072377.7344
POINT (-97.74780350835492 30.272625746891674),5900,24619,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),15,23,Fair,ROW,,3112695.89472,10072374.3466
POINT (-97.74776707646139 30.272615713156533),5901,24620,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),16,23,Fair,ROW,,3112707.47705,10072370.9657
POINT (-97.74773317109349 30.272604619610448),5902,24621,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),13,23,Fair,ROW,,3112718.27099,10072367.1809
POINT (-97.74769322445162 30.272594621408874),5903,24622,600 W 9TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),14,23,Fair,ROW,,3112730.96224,10072363.8388
POINT (-97.74763141646008 30.272575573726776),5904,24623,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112750.62919,10072357.3667
POINT (-97.74753057251216 30.27254676270031),5905,24624,600 W 9TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112782.69803,10072347.6311
POINT (-97.7478696806953 30.272703637554116),5906,24625,602 W 9 ST,Carya illinoinensis,Pecan,20,38,Fair,Private,,3112674.3531,10072402.1815
POINT (-97.74765734924553 30.27265074675884),5907,24626,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,36,53,Fair,Private,,3112741.80966,10072384.5087
POINT (-97.7474618142428 30.2726918710612),5908,24627,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,38,38,Good,Private,,3112803.17076,10072400.8958
POINT (-97.74739628560256 30.27280966394169),5909,24628,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,38,53,Good,Private,,3112822.8551,10072444.2051
POINT (-97.74746591439438 30.27291774921476),5910,24629,600 W 9 ST,Quercus fusiformis,Escarpment Live Oak,31,38,Fair,Private,,3112799.96735,10072482.993
POINT (-97.7476187427518 30.27290191656532),5911,24630,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,30,38,Fair,Private,,3112751.87033,10072476.1151
POINT (-97.74774770322918 30.272908784162787),5912,24631,602 W 9 ST,Quercus fusiformis,Escarpment Live Oak,33,38,Poor,Private,,3112711.11385,10072477.666
POINT (-97.7451236981649 30.27275868473103),5913,24632,400 W 10TH ST,Platanus occidentalis,American Sycamore,22,23,Poor,ROW,,3113540.48916,10072442.3521
POINT (-97.74524853584533 30.272793917878616),5914,24633,400 W 10TH ST,Platanus occidentalis,American Sycamore,22,53,Fair,ROW,,3113500.7937,10072454.2457
POINT (-97.74538787476477 30.272830047443627),5915,24634,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113456.51427,10072466.3589
POINT (-97.7455081944728 30.272866951359585),5916,24635,400 W 10TH ST,Platanus occidentalis,American Sycamore,19,38,Good,ROW,,3113418.23055,10072478.8933
POINT (-97.7456135307736 30.272895898919845),5917,24636,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113384.74276,10072488.6449
POINT (-97.74571715637619 30.2729256456098),5918,24637,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113351.7881,10072498.6997
POINT (-97.74582670667199 30.272955353942585),5919,24638,400 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113316.96402,10072508.6971
POINT (-97.74619542689202 30.27304409629227),5920,24639,500 W 10TH ST,Vacant Planting Site - Large,Vacant Planting Site - Large,0,0,NA,ROW,,3113199.84975,10072538.2561
POINT (-97.74629419767346 30.27306954589737),5921,24640,500 W 10TH ST,Quercus virginiana,Southern Live Oak,18,23,Fair,ROW,,3113168.46366,10072546.7843
POINT (-97.74654466267684 30.273133767963877),5922,24641,500 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3113088.87688,10072568.2964
POINT (-97.74675103846577 30.27320773906878),5923,24642,500 W 10TH ST,Platanus occidentalis,American Sycamore,13,38,Fair,ROW,,3113023.12176,10072593.6769
POINT (-97.74679940670796 30.27322139690662),5924,24643,500 W 10TH ST,Carya illinoinensis,Pecan,8,23,Fair,ROW,,3113007.74187,10072598.2878
POINT (-97.74687865920329 30.273244137565452),5925,24644,500 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),27,23,Fair,ROW,,3112982.53851,10072605.9744
POINT (-97.74699263447475 30.273273233988192),5926,24645,900 NUECES ST,Carya illinoinensis,Pecan,16,38,Fair,ROW,,3112946.32336,10072615.7172
POINT (-97.7469402879565 30.27325886609199),5927,24646,500 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),25,23,Poor,ROW,,3112962.96473,10072610.8773
POINT (-97.74725885746622 30.273161430051275),5928,24647,908 NUECES ST,Carya illinoinensis,Pecan,21,38,Good,Private,,3112863.252,10072573.1126
POINT (-97.74723722540901 30.273349418463194),5929,24648,600 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112868.48952,10072641.6223
POINT (-97.74735687135744 30.27337698313309),5930,24649,600 W 10TH ST,Vacant Planting Site - Small,Vacant Planting Site - Small,0,0,NA,ROW,,3112830.4978,10072650.7667
POINT (-97.74890109204017 30.273799848209006),5931,24650,700 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),5,8,Fair,ROW,,3112339.58933,10072793.1893
POINT (-97.74901814748979 30.273803482230495),5932,24651,707 W 10 ST,Quercus fusiformis,Escarpment Live Oak,22,23,Fair,Private,,3112302.61762,10072793.6522
POINT (-97.74902272204167 30.27382735386704),5933,24652,700 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,37,53,Fair,ROW,,3112300.97229,10072802.2982
POINT (-97.74909315042858 30.273834906544728),5934,24653,700 W 10TH ST,Quercus fusiformis,Escarpment Live Oak,28,38,Poor,ROW,,3112278.6823,10072804.5278
POINT (-97.74957815109802 30.274020174846708),5935,24654,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),3,8,Fair,ROW,,3112124.05827,10072868.3338
POINT (-97.74958921523809 30.274014400984235),5936,24655,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),6,8,Fair,ROW,,3112120.61536,10072866.1534
POINT (-97.74974092211215 30.274061770147537),5937,24656,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),27,23,Good,ROW,,3112072.33888,10072882.2642
POINT (-97.74980841547354 30.2740846833444),5938,24657,800 W 10TH ST,Lagerstroemia indica (and hybrids),Crape Myrtle (including hybrids),22,23,Good,ROW,,3112050.84549,10072890.1005
POINT (-97.74988108806845 30.27410468710785),5939,24658,800 W 10TH ST,Vacant Planting Site - Medium,Vacant Planting Site - Medium,0,0,NA,ROW,,3112027.74219,10072896.841
POINT (-97.75004238028089 30.274149651321995),5940,24659,800 W 10TH ST,Triadica sebifera,Chinese Tallow,16,23,Fair,ROW,,3111976.46112,10072912.0073
POINT (-97.74999328778154 30.27399189623609),5941,24660,805 W 10 ST,Carya illinoinensis,Pecan,31,53,Fair,Private,,3111993.28622,10072855.0087
